name,full_name,birth_date,age,height_cm,weight_kgs,positions,nationality,overall_rating,potential,value_euro,wage_euro,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),body_type,release_clause_euro,national_team,national_rating,national_team_position,national_jersey_number,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle
8185,7296,2577,21,182.88,73.9,104,133,65,73,700000.0,5000.0,1,1,3,2,6,1600000.0,11,76.34189031505251,28,12.456242707117854,41,25,62,63,32,32,32,29,53,52,53,51,60,64,63,41,66,54,48,28,69,66,30,45,46,49,67,69,66
12616,12632,602,22,175.26,76.2,229,44,65,74,825000.0,1000.0,1,1,3,3,3,1600000.0,11,76.34189031505251,28,12.456242707117854,43,45,39,69,51,66,49,42,61,67,76,73,63,56,70,64,60,82,58,70,60,60,53,60,41,55,54,60,58
987,425,5031,20,152.4,69.9,227,8,65,77,925000.0,6000.0,1,1,3,3,6,4622522.181547434,11,76.34189031505251,28,12.456242707117854,53,66,45,66,49,63,58,42,64,66,80,81,82,60,72,61,71,80,61,69,56,61,59,60,49,70,59,55,49
5320,5157,4128,28,185.42,78.9,327,133,65,68,475000.0,2000.0,1,1,3,1,6,772000.0,11,76.34189031505251,28,12.456242707117854,17,19,12,32,18,14,12,20,24,23,49,47,44,64,56,26,73,30,60,18,19,27,16,42,26,45,15,11,19
7112,7655,955,28,172.72,73.0,272,44,65,65,550000.0,2000.0,1,1,4,3,6,963000.0,11,76.34189031505251,28,12.456242707117854,58,60,60,63,45,65,62,53,61,65,75,74,79,65,78,62,84,91,70,56,75,62,60,63,56,65,63,63,62
2891,2971,2853,22,185.42,74.8,327,44,65,75,675000.0,4000.0,1,1,3,1,6,1400000.0,11,76.34189031505251,28,12.456242707117854,18,15,23,41,12,21,16,20,46,29,47,44,39,56,65,19,55,35,40,17,29,23,12,37,26,33,29,22,24
11937,12237,4059,25,185.42,74.8,105,151,65,70,600000.0,2000.0,1,1,2,2,3,945000.0,11,76.34189031505251,28,12.456242707117854,49,36,63,61,35,58,49,33,57,61,65,65,59,62,62,50,73,68,73,39,69,61,56,57,43,63,64,63,59
6712,6798,4605,24,190.5,79.8,104,133,65,69,600000.0,1000.0,1,1,3,2,6,855000.0,11,76.34189031505251,28,12.456242707117854,33,41,64,60,25,36,37,29,52,59,50,57,52,62,59,52,65,69,73,35,74,64,44,47,41,50,57,66,63
6942,7593,4763,22,175.26,68.9,644,13,65,72,775000.0,2000.0,1,1,4,3,3,1300000.0,11,76.34189031505251,28,12.456242707117854,61,60,53,59,52,66,48,42,42,64,85,84,74,61,72,62,60,62,65,56,68,23,67,58,58,59,38,25,30
16145,16014,5079,24,154.94,77.1,744,6,65,70,725000.0,4000.0,1,1,3,3,6,1100000.0,11,76.34189031505251,28,12.456242707117854,52,68,64,61,58,71,56,43,47,67,71,72,69,60,65,65,67,68,64,57,63,34,68,61,57,62,45,32,30
8364,8439,1218,23,187.96,79.8,574,119,65,70,600000.0,2000.0,1,1,2,2,6,855000.0,11,76.34189031505251,28,12.456242707117854,59,21,67,65,37,56,59,36,62,60,70,72,48,62,51,49,74,66,76,41,74,63,21,53,53,60,57,66,62
15962,15883,4447,25,190.5,74.8,823,147,65,70,725000.0,11000.0,1,1,2,2,6,4622522.181547434,11,76.34189031505251,28,12.456242707117854,47,71,63,45,58,64,32,45,33,65,73,76,64,53,62,62,66,64,78,59,42,19,62,55,65,47,18,13,19
14805,14602,140,25,152.4,78.9,140,118,65,68,575000.0,2000.0,1,1,3,2,9,877000.0,11,76.34189031505251,28,12.456242707117854,57,37,49,65,36,58,40,34,60,63,69,73,75,53,84,67,80,79,74,54,80,63,47,56,50,49,54,67,64
6990,8006,5886,25,182.88,73.0,644,44,65,68,675000.0,2000.0,1,1,3,3,6,1200000.0,11,76.34189031505251,28,12.456242707117854,60,55,55,61,58,64,63,56,59,62,81,80,92,60,72,56,56,70,58,57,57,48,60,62,41,56,50,44,41
6414,16756,4830,27,152.4,74.8,141,147,65,66,525000.0,4000.0,1,1,4,2,6,1100000.0,11,76.34189031505251,28,12.456242707117854,56,43,53,79,52,51,58,47,72,62,52,60,45,60,61,51,58,52,50,34,58,59,44,62,60,58,67,64,64
4231,4650,4810,30,187.96,88.9,327,147,65,65,375000.0,3000.0,1,1,1,1,6,750000.0,11,76.34189031505251,28,12.456242707117854,15,12,16,22,15,15,13,13,26,20,52,52,55,60,55,16,59,32,71,17,42,13,12,45,24,47,14,11,13
2489,2880,2506,20,175.26,66.2,69,59,65,80,1200000.0,1000.0,0,1,4,3,6,3300000.0,11,76.34189031505251,28,12.456242707117854,63,63,52,63,49,70,57,53,52,67,67,71,73,57,76,47,59,55,50,51,50,30,65,63,50,70,38,27,31
9646,9427,527,22,187.96,77.1,746,57,65,72,775000.0,3000.0,0,1,3,3,3,4622522.181547434,11,76.34189031505251,28,12.456242707117854,58,66,65,67,55,67,52,51,49,68,68,68,58,64,63,66,54,63,74,60,49,35,69,49,61,59,39,38,31
14275,14960,3318,24,187.96,79.8,867,147,65,70,725000.0,4000.0,1,1,3,2,6,1100000.0,11,76.34189031505251,28,12.456242707117854,35,67,74,62,50,58,34,30,43,66,44,42,44,68,51,55,48,58,78,56,54,24,71,47,61,46,15,27,24
98,137,3687,24,170.18,63.0,143,124,65,68,575000.0,6000.0,1,1,4,3,3,1000000.0,11,76.34189031505251,28,12.456242707117854,51,49,53,67,46,66,68,64,65,70,78,68,92,66,88,57,79,77,58,51,59,60,61,61,41,62,61,61,62
11734,10458,3936,24,154.94,77.1,149,18,65,69,600000.0,3000.0,1,1,2,2,6,1300000.0,11,76.34189031505251,28,12.456242707117854,43,40,55,63,45,59,46,42,59,53,68,64,58,67,75,68,70,57,74,51,78,67,61,55,51,49,65,72,65
10145,11754,2579,19,154.94,69.9,536,76,65,81,1200000.0,7000.0,1,1,3,3,3,4622522.181547434,11,76.34189031505251,28,12.456242707117854,69,55,41,65,45,67,56,44,60,68,68,67,69,57,71,61,45,66,38,48,36,23,68,69,48,59,44,26,23
6066,6247,1464,21,172.72,69.9,514,44,65,80,1200000.0,9000.0,1,1,3,3,3,3000000.0,11,76.34189031505251,28,12.456242707117854,61,56,45,63,59,72,52,48,59,63,76,70,77,58,72,56,59,64,58,59,50,30,59,66,54,57,27,29,32
5261,4910,2657,26,167.64,64.9,572,29,65,67,525000.0,1000.0,1,1,3,3,6,748000.0,11,76.34189031505251,28,12.456242707117854,60,49,47,52,25,63,29,34,47,63,84,85,92,59,87,67,85,80,32,55,60,65,45,58,38,57,55,61,62
5822,5756,2821,21,172.72,76.2,69,156,65,76,925000.0,11000.0,1,1,3,3,6,4622522.181547434,11,76.34189031505251,28,12.456242707117854,61,65,46,62,59,65,58,61,59,64,82,76,73,56,74,61,78,73,59,58,65,34,63,61,63,63,35,38,27
2649,2441,2850,25,182.88,72.1,104,29,65,71,625000.0,1000.0,1,1,2,2,3,969000.0,11,76.34189031505251,28,12.456242707117854,48,42,66,48,60,44,23,22,39,50,70,67,68,63,67,52,73,75,70,36,65,75,24,33,38,54,65,64,49
10686,11884,2987,27,182.88,69.9,328,62,65,68,550000.0,2000.0,0,1,3,2,3,866000.0,11,76.34189031505251,28,12.456242707117854,61,46,56,63,42,63,59,42,52,56,78,77,43,61,67,60,66,68,64,44,76,61,59,56,55,55,63,66,63
7040,11235,4662,33,185.42,81.2,823,53,65,65,425000.0,2000.0,1,1,3,3,6,744000.0,11,76.34189031505251,28,12.456242707117854,54,64,64,59,59,62,50,45,48,66,57,64,70,68,55,67,70,63,73,62,44,13,63,47,65,54,26,11,11
9291,9749,2323,31,154.94,73.9,422,76,65,65,500000.0,1000.0,0,1,3,2,3,775000.0,11,76.34189031505251,28,12.456242707117854,70,49,44,68,46,58,65,47,64,64,74,78,66,65,70,56,61,79,64,54,62,70,60,43,50,63,53,54,60
993,177,1410,29,152.4,78.0,247,44,65,65,525000.0,3000.0,1,1,4,2,6,919000.0,11,76.34189031505251,28,12.456242707117854,58,56,60,67,61,59,51,57,63,65,71,78,73,63,77,62,87,91,85,59,80,64,58,59,58,77,65,66,63
5493,5629,5987,31,175.26,74.8,149,120,65,65,400000.0,4000.0,1,1,3,2,9,700000.0,11,76.34189031505251,28,12.456242707117854,52,46,61,62,43,52,42,46,58,58,68,61,66,58,75,66,71,85,83,49,89,62,54,56,45,62,52,65,61
8876,9115,4412,25,190.5,83.9,879,151,65,70,725000.0,4000.0,1,1,3,3,3,1200000.0,11,76.34189031505251,28,12.456242707117854,54,56,64,64,45,67,28,29,46,65,77,84,74,58,56,64,65,63,81,47,63,28,68,63,59,55,30,40,35
15760,15624,2479,28,152.4,78.9,867,57,65,65,575000.0,2000.0,1,1,4,3,6,834000.0,11,76.34189031505251,28,12.456242707117854,62,64,53,63,59,68,60,50,52,67,74,75,71,63,69,61,64,72,62,64,65,30,62,57,56,48,37,24,15
3229,3780,752,28,185.42,83.9,327,8,65,65,375000.0,3000.0,1,1,3,1,6,4622522.181547434,11,76.34189031505251,28,12.456242707117854,13,14,13,47,11,20,13,14,56,19,58,61,58,61,46,14,67,39,70,18,45,25,15,62,14,49,15,14,13
11863,427,5249,21,175.26,72.1,361,133,65,76,800000.0,4000.0,0,1,3,2,3,1800000.0,11,76.34189031505251,28,12.456242707117854,62,49,49,64,45,60,63,29,65,61,72,76,65,62,75,55,68,75,58,60,52,62,59,45,36,65,59,64,65
6991,6838,1308,18,152.4,73.9,675,44,65,82,1100000.0,5000.0,1,1,4,3,3,2700000.0,11,76.34189031505251,28,12.456242707117854,63,60,53,60,50,73,60,55,48,67,79,78,80,58,78,55,61,58,54,54,42,19,58,54,60,60,18,20,18
8332,8277,3031,19,167.64,59.9,675,133,65,79,1100000.0,2000.0,0,1,3,2,6,3000000.0,11,76.34189031505251,28,12.456242707117854,62,62,45,64,58,66,57,49,58,70,72,74,66,58,92,62,46,51,32,51,33,31,58,65,61,49,28,36,28
5300,17377,2637,29,154.94,74.8,227,28,65,65,525000.0,4000.0,1,1,3,3,3,1100000.0,11,76.34189031505251,28,12.456242707117854,66,54,45,67,35,68,68,67,66,66,70,75,82,62,64,53,60,67,74,44,72,53,63,65,43,54,45,61,43
16633,16461,4711,29,170.18,71.2,873,29,65,65,550000.0,1000.0,0,1,3,2,9,743000.0,11,76.34189031505251,28,12.456242707117854,55,62,61,60,63,57,53,41,56,53,90,90,79,64,88,70,90,66,57,58,43,34,65,58,59,62,40,25,21
6861,7739,4193,31,152.4,64.0,318,138,65,65,475000.0,2000.0,1,1,3,3,6,713000.0,11,76.34189031505251,28,12.456242707117854,67,57,41,65,53,65,66,66,59,66,68,72,70,65,76,70,64,79,62,64,75,53,63,63,57,62,58,59,51
8610,9238,160,25,154.94,73.9,572,110,65,69,575000.0,2000.0,1,1,3,2,6,762000.0,11,76.34189031505251,28,12.456242707117854,64,47,57,61,59,60,52,53,60,69,69,72,74,57,61,67,56,72,61,52,52,64,60,63,48,62,59,63,62
2167,8505,1948,19,182.88,72.1,104,133,65,79,1000000.0,2000.0,1,1,2,2,6,2700000.0,11,76.34189031505251,28,12.456242707117854,31,24,63,62,34,39,31,35,56,56,63,62,63,60,68,54,73,66,65,37,65,65,33,41,49,54,62,66,64
2557,2780,2868,25,187.96,83.9,390,39,65,68,675000.0,4000.0,1,1,4,3,3,894000.0,11,76.34189031505251,28,12.456242707117854,62,62,61,64,43,68,57,40,53,60,74,72,76,54,48,53,71,71,79,52,37,24,66,65,52,53,38,34,19
5070,5301,1036,25,185.42,79.8,104,53,65,71,625000.0,2000.0,1,1,3,2,3,1200000.0,11,76.34189031505251,28,12.456242707117854,38,25,63,46,24,36,25,26,43,49,64,73,61,56,59,47,69,56,77,32,83,56,23,32,39,57,61,65,64
2623,2719,2330,24,154.94,77.1,823,44,65,72,775000.0,3000.0,1,1,3,2,6,1500000.0,11,76.34189031505251,28,12.456242707117854,45,63,60,56,52,62,48,38,38,64,81,79,70,65,62,64,79,69,67,62,42,21,65,57,55,58,26,25,24
15991,15894,3665,31,190.5,88.0,823,133,65,65,475000.0,5000.0,1,1,3,2,6,831000.0,11,76.34189031505251,28,12.456242707117854,41,65,77,53,74,53,41,47,33,55,50,35,54,70,44,73,68,67,88,51,72,30,65,41,43,54,17,44,20
2072,2093,3431,23,170.18,64.9,0,19,65,71,2479280.1853212044,9902.134628416536,1,1,3,3,6,4622522.181547434,11,76.34189031505251,28,12.456242707117854,45,48,36,68,42,68,40,40,64,67,74,67,70,66,77,47,51,64,60,41,49,21,63,65,46,67,39,41,46
14882,15270,1439,32,175.26,68.9,39,118,65,65,475000.0,2000.0,1,1,3,3,3,641000.0,11,76.34189031505251,28,12.456242707117854,61,61,43,64,62,67,64,61,60,64,68,71,78,61,72,62,72,66,59,62,45,50,63,64,63,65,44,43,41
10035,9836,5995,22,167.64,67.1,495,18,65,72,775000.0,3000.0,1,1,2,3,6,1800000.0,11,76.34189031505251,28,12.456242707117854,58,62,38,60,54,67,53,44,47,65,81,78,92,64,90,58,33,67,52,52,35,33,59,56,51,58,20,30,29
11770,10562,2761,31,175.26,69.9,285,133,65,65,475000.0,1000.0,0,1,3,3,3,641000.0,11,76.34189031505251,28,12.456242707117854,68,61,45,69,57,65,66,51,67,68,71,67,66,60,79,60,60,64,65,63,59,49,61,68,62,51,52,42,40
2045,2132,3569,24,152.4,69.9,366,8,65,70,600000.0,11000.0,0,1,3,2,6,4622522.181547434,11,76.34189031505251,28,12.456242707117854,58,42,50,61,23,60,62,27,58,59,77,81,72,64,75,40,63,71,60,49,68,63,59,55,40,58,63,61,60
10506,10634,4229,28,182.88,73.9,104,57,65,66,500000.0,2000.0,1,1,3,2,3,763000.0,11,76.34189031505251,28,12.456242707117854,45,35,62,64,47,50,57,53,63,59,64,68,78,60,62,59,80,66,69,52,66,59,44,50,47,63,65,65,61
2311,2511,2942,20,185.42,77.1,140,152,65,75,775000.0,3000.0,1,1,3,2,3,1200000.0,11,76.34189031505251,28,12.456242707117854,44,36,60,69,35,54,42,40,56,63,63,63,57,63,57,55,64,71,59,33,70,62,32,51,52,50,65,70,64
322,1120,3079,21,152.4,78.0,104,76,65,75,775000.0,1000.0,1,1,3,2,6,1400000.0,11,76.34189031505251,28,12.456242707117854,51,35,62,56,30,54,51,39,53,55,71,72,69,65,67,53,78,65,60,40,69,66,44,48,40,57,62,68,65
5735,5705,5583,27,152.4,73.0,104,29,65,68,550000.0,1000.0,1,1,3,2,6,784000.0,11,76.34189031505251,28,12.456242707117854,35,20,63,62,26,61,32,25,60,65,60,60,57,46,70,53,75,70,85,21,60,59,25,34,36,66,60,64,66
14704,14337,4621,24,154.94,74.8,675,138,65,70,725000.0,1000.0,0,1,3,3,3,961000.0,11,76.34189031505251,28,12.456242707117854,65,53,45,61,57,68,66,61,50,69,79,74,86,55,80,52,55,66,58,58,43,43,58,59,45,58,42,39,34
5566,6020,1978,34,193.04,81.2,145,44,65,65,220000.0,2000.0,1,1,3,2,3,385000.0,11,76.34189031505251,28,12.456242707117854,62,52,68,60,54,59,58,63,63,65,47,45,57,63,34,69,30,60,78,60,64,67,57,45,65,63,66,66,66
8298,8102,1193,19,187.96,76.2,104,133,65,78,850000.0,11000.0,0,1,3,2,6,2300000.0,11,76.34189031505251,28,12.456242707117854,40,27,67,65,31,29,29,26,58,55,57,61,59,65,64,55,69,66,60,36,67,66,21,45,44,57,62,66,63
10505,10589,141,24,182.88,73.0,728,151,65,71,750000.0,2000.0,1,1,3,4,6,1300000.0,11,76.34189031505251,28,12.456242707117854,59,58,44,62,42,66,48,45,55,64,82,79,78,59,72,62,83,65,55,58,44,35,61,54,55,56,55,27,25
1905,2170,6047,21,172.72,69.9,328,44,65,76,800000.0,2000.0,0,1,2,3,3,1600000.0,11,76.34189031505251,28,12.456242707117854,63,37,36,59,34,63,44,48,53,64,80,83,65,49,73,44,61,73,55,38,64,59,68,59,43,60,64,65,64
5177,5540,921,33,175.26,67.1,328,29,65,65,300000.0,1000.0,0,1,3,2,6,4622522.181547434,11,76.34189031505251,28,12.456242707117854,68,38,54,53,26,65,59,29,65,62,73,75,75,72,75,48,85,68,62,36,66,62,53,38,51,57,43,67,69
12124,12526,5413,25,175.26,73.0,615,139,65,70,600000.0,2000.0,1,1,3,3,6,915000.0,11,76.34189031505251,28,12.456242707117854,71,62,56,54,59,63,67,58,53,66,79,79,76,60,77,57,70,80,52,58,64,52,72,64,54,59,62,61,60
10284,10469,5058,28,182.88,79.8,141,118,65,65,450000.0,2000.0,1,1,3,3,6,608000.0,11,76.34189031505251,28,12.456242707117854,63,64,59,66,54,66,60,57,66,67,64,49,61,69,69,67,53,65,72,65,77,62,63,67,44,69,45,62,58
7036,8198,2591,22,175.26,68.0,574,44,65,74,700000.0,6000.0,1,1,3,2,3,1500000.0,11,76.34189031505251,28,12.456242707117854,62,45,55,62,33,64,39,35,59,62,80,79,73,62,65,59,73,65,61,56,62,61,60,60,49,56,64,61,59
12634,12809,3328,33,152.4,76.2,127,63,65,65,220000.0,2000.0,1,1,3,2,9,385000.0,11,76.34189031505251,28,12.456242707117854,65,26,53,61,32,58,37,31,58,61,68,69,64,60,67,35,71,64,76,32,68,65,51,45,39,56,59,66,66
8768,9103,5442,29,154.94,76.2,615,131,65,65,425000.0,1000.0,1,1,2,3,6,935000.0,11,76.34189031505251,28,12.456242707117854,61,51,48,63,56,68,56,46,66,69,78,77,58,49,68,49,45,70,55,42,49,60,54,56,55,62,65,67,64
6234,6221,890,33,187.96,73.0,675,127,65,65,425000.0,2000.0,1,1,2,3,3,531000.0,11,76.34189031505251,28,12.456242707117854,64,60,34,62,54,70,64,47,61,68,56,62,62,64,56,59,32,60,71,58,57,30,64,72,50,63,58,47,40
16526,16425,580,25,152.4,73.0,572,124,65,69,575000.0,4000.0,1,1,3,2,6,4622522.181547434,11,76.34189031505251,28,12.456242707117854,57,29,61,58,24,64,50,47,47,61,72,73,68,65,62,56,66,77,72,41,64,66,60,47,36,52,56,64,60
13739,13958,3879,30,190.5,77.1,145,33,65,65,400000.0,4000.0,1,1,2,2,6,580000.0,11,76.34189031505251,28,12.456242707117854,50,48,61,64,46,50,56,45,62,56,54,58,50,63,49,65,52,76,80,62,70,57,41,57,58,53,64,67,64
634,1163,5059,27,193.04,88.0,105,110,65,67,550000.0,1000.0,1,1,3,2,6,729000.0,11,76.34189031505251,28,12.456242707117854,46,33,62,59,21,52,44,25,55,56,49,48,49,58,40,66,67,69,83,46,67,63,45,50,32,57,62,66,59
12118,12242,1035,26,190.5,93.0,104,104,65,68,575000.0,2000.0,1,1,2,2,9,4622522.181547434,11,76.34189031505251,28,12.456242707117854,41,27,65,53,26,47,29,29,52,54,33,31,32,58,48,66,63,65,90,34,66,60,23,35,39,57,60,69,62
9091,17645,3868,25,175.26,68.0,357,84,65,69,575000.0,2000.0,1,1,4,2,3,762000.0,11,76.34189031505251,28,12.456242707117854,61,38,42,65,21,67,28,35,48,58,78,91,76,66,77,40,60,75,66,40,68,58,70,58,35,60,50,63,62
275,700,469,26,182.88,72.1,327,44,65,70,525000.0,2000.0,0,1,3,1,6,958000.0,11,76.34189031505251,28,12.456242707117854,12,11,11,15,13,12,14,12,11,13,49,48,43,66,60,27,41,21,39,13,39,15,11,16,22,45,21,11,11
9357,9853,640,37,190.5,73.0,327,6,65,65,70000.0,1000.0,1,1,2,1,6,95000.0,11,76.34189031505251,28,12.456242707117854,25,15,12,20,19,25,16,14,21,16,50,48,45,62,48,22,73,32,71,20,37,24,17,39,25,56,17,13,15
1322,497,4798,23,190.5,82.1,375,9,65,74,700000.0,7000.0,0,1,5,2,6,1200000.0,11,76.34189031505251,28,12.456242707117854,62,35,60,57,32,48,41,35,43,58,75,77,60,60,50,58,68,84,74,43,71,65,42,44,41,48,62,58,61
15057,17562,4001,28,170.18,68.0,607,79,65,65,425000.0,3000.0,1,1,3,2,9,531000.0,11,76.34189031505251,28,12.456242707117854,68,26,47,56,37,43,50,34,51,63,68,65,76,63,76,54,72,85,58,32,75,64,46,44,45,53,49,67,64
16033,16070,317,20,154.94,68.9,823,98,65,79,1200000.0,6000.0,1,1,3,2,6,2700000.0,11,76.34189031505251,28,12.456242707117854,51,68,62,59,58,60,42,67,49,63,69,68,59,62,68,61,66,61,55,65,51,12,67,62,61,62,20,16,14
14657,15160,4063,21,190.5,87.1,327,57,65,73,600000.0,1000.0,1,1,3,1,6,990000.0,11,76.34189031505251,28,12.456242707117854,12,13,10,28,9,20,14,14,22,23,36,38,33,64,30,18,60,28,72,11,28,13,11,42,23,41,13,13,11
6897,7055,1573,21,152.4,73.9,572,44,65,78,925000.0,3000.0,1,1,2,2,3,4622522.181547434,11,76.34189031505251,28,12.456242707117854,63,38,55,62,36,60,40,33,55,61,70,69,65,65,61,54,61,66,67,32,54,60,39,55,43,50,64,66,62
12765,12925,2220,27,185.42,77.1,877,57,65,66,650000.0,1000.0,1,1,3,3,3,991000.0,11,76.34189031505251,28,12.456242707117854,58,62,61,59,58,65,63,58,56,65,67,64,65,66,67,66,65,77,70,53,68,32,64,57,53,64,30,29,23
14352,14938,4653,25,182.88,74.8,227,76,65,67,650000.0,1000.0,1,1,3,2,3,4622522.181547434,11,76.34189031505251,28,12.456242707117854,62,47,42,71,49,62,52,46,69,70,69,68,57,62,65,61,58,60,67,60,58,40,49,68,48,56,58,59,56
15655,15693,3246,29,185.42,83.9,327,57,65,65,375000.0,3000.0,1,1,2,1,6,600000.0,11,76.34189031505251,28,12.456242707117854,12,14,14,31,12,13,14,12,30,21,44,49,48,63,36,28,58,35,59,14,37,22,13,15,31,41,12,10,13
16507,16439,5073,30,195.58,93.9,104,110,65,65,425000.0,3000.0,1,1,3,2,6,531000.0,11,76.34189031505251,28,12.456242707117854,15,25,61,41,15,29,17,16,40,57,52,34,42,52,31,68,67,67,91,14,70,62,55,30,18,55,70,63,59
1472,439,2787,22,175.26,74.8,867,133,65,74,850000.0,5000.0,1,1,3,2,6,4622522.181547434,11,76.34189031505251,28,12.456242707117854,57,65,51,67,57,67,39,40,59,69,73,71,50,65,65,58,41,62,56,59,29,18,69,60,60,45,20,27,26
9360,9968,1756,28,170.18,66.2,750,154,65,65,575000.0,1000.0,1,1,4,3,6,805000.0,32,69.0,25,15.0,68,50,48,69,61,71,67,67,72,66,75,73,76,62,82,57,70,52,61,41,44,25,66,62,69,56,30,43,53
6222,16955,1468,34,175.26,67.1,149,79,65,65,220000.0,3000.0,1,1,3,2,6,275000.0,11,76.34189031505251,28,12.456242707117854,46,27,43,69,28,43,31,33,65,63,55,53,52,68,70,51,66,60,58,36,52,71,44,65,43,55,63,62,56
13341,13645,545,23,152.4,74.8,227,104,65,72,750000.0,2000.0,1,1,4,3,6,1100000.0,11,76.34189031505251,28,12.456242707117854,61,41,45,67,47,64,65,52,71,69,50,42,73,63,74,66,72,73,66,63,76,64,45,61,49,63,53,59,55
12859,12854,5077,26,175.26,69.9,247,97,65,68,675000.0,2000.0,1,1,3,2,6,1200000.0,11,76.34189031505251,28,12.456242707117854,67,59,56,67,46,60,69,40,62,66,67,67,69,62,67,64,60,72,71,47,69,65,61,67,59,68,60,66,61
3619,3493,725,28,182.88,76.2,272,44,65,65,550000.0,4000.0,1,1,3,4,3,963000.0,11,76.34189031505251,28,12.456242707117854,62,62,47,62,36,75,66,50,60,66,71,73,82,59,82,60,69,68,66,70,53,56,64,72,62,69,45,37,20
8932,9100,2167,22,182.88,77.1,104,104,65,74,725000.0,1000.0,1,1,4,2,9,1200000.0,11,76.34189031505251,28,12.456242707117854,34,39,66,66,50,56,40,57,65,62,67,71,65,53,53,69,83,61,75,56,61,58,23,26,62,54,62,65,64
13193,17691,4465,24,185.42,71.2,585,84,65,70,600000.0,4000.0,0,1,4,2,3,1000000.0,11,76.34189031505251,28,12.456242707117854,61,30,55,62,33,57,37,24,54,63,76,75,72,64,64,34,68,68,66,33,51,59,55,48,34,53,62,66,62
9443,10051,2071,25,182.88,73.9,145,9,65,70,625000.0,5000.0,1,1,3,2,6,1200000.0,11,76.34189031505251,28,12.456242707117854,38,38,61,64,32,56,48,32,60,59,62,54,64,62,64,51,71,69,70,52,69,67,42,54,35,58,65,65,61
16836,16600,1588,25,152.4,74.8,644,44,65,68,675000.0,2000.0,1,1,5,4,6,1200000.0,11,76.34189031505251,28,12.456242707117854,57,59,45,57,53,66,58,59,54,64,87,88,80,55,76,63,51,74,59,57,43,30,58,57,60,65,32,34,25
4600,4372,1262,29,154.94,73.0,247,44,65,65,525000.0,3000.0,1,1,3,3,6,919000.0,11,76.34189031505251,28,12.456242707117854,58,58,50,64,38,64,66,65,62,66,59,63,72,56,74,62,85,88,67,64,72,49,57,69,57,67,56,64,60
9111,17605,3747,30,187.96,77.1,104,84,65,65,400000.0,2000.0,1,1,2,2,6,500000.0,11,76.34189031505251,28,12.456242707117854,40,43,59,56,31,48,22,25,58,55,54,54,48,55,60,36,73,60,69,37,52,67,34,42,33,50,67,67,68
15401,15733,3816,26,185.42,74.8,709,76,65,66,625000.0,1000.0,1,1,3,3,6,1000000.0,11,76.34189031505251,28,12.456242707117854,63,54,61,62,43,66,49,42,61,65,69,70,62,63,56,43,71,70,77,41,61,61,65,58,39,66,62,64,64
2301,3161,3853,22,154.94,68.0,721,20,65,72,750000.0,3000.0,1,1,3,3,3,4622522.181547434,11,76.34189031505251,28,12.456242707117854,60,60,46,61,51,65,60,41,50,63,79,80,70,60,63,70,54,63,69,52,42,27,64,61,52,61,38,29,27
995,840,2131,23,193.04,84.8,327,53,65,70,525000.0,4000.0,1,1,2,1,6,1000000.0,11,76.34189031505251,28,12.456242707117854,15,17,20,22,20,13,15,18,23,28,47,45,39,58,41,17,59,23,76,17,19,17,12,23,27,51,10,19,16
11543,10845,1571,23,185.42,83.0,127,129,65,71,625000.0,3000.0,1,1,2,2,3,4622522.181547434,11,76.34189031505251,28,12.456242707117854,39,25,65,61,40,59,54,30,57,63,69,63,77,61,78,49,74,84,66,47,69,60,52,53,26,56,56,68,63
10531,11863,3846,29,167.64,69.9,675,110,65,65,525000.0,1000.0,0,1,3,4,6,656000.0,11,76.34189031505251,28,12.456242707117854,64,57,46,64,64,66,68,62,60,67,81,76,89,54,85,65,90,55,68,61,56,52,64,58,42,61,52,37,35
14397,14985,123,23,154.94,69.9,227,2,65,74,825000.0,2000.0,1,1,2,3,3,1600000.0,11,76.34189031505251,28,12.456242707117854,58,54,53,69,40,63,60,63,68,65,73,74,79,58,72,62,59,74,64,44,65,56,61,64,45,65,49,55,52
12394,7287,2693,25,187.96,77.1,348,133,65,70,600000.0,3000.0,0,1,2,2,3,1000000.0,11,76.34189031505251,28,12.456242707117854,63,31,55,58,35,54,57,49,59,62,59,74,54,68,35,52,55,74,81,41,70,65,47,44,40,58,65,60,59
7095,6844,3250,25,187.96,82.1,327,8,65,68,475000.0,4000.0,1,1,3,1,6,819000.0,11,76.34189031505251,28,12.456242707117854,13,12,13,36,20,16,13,10,32,14,52,49,44,57,39,19,62,37,72,15,33,16,15,39,15,56,12,19,16
4812,4882,3127,27,187.96,79.8,330,93,65,66,500000.0,2000.0,0,1,3,2,6,913000.0,11,76.34189031505251,28,12.456242707117854,61,22,65,58,25,32,32,33,64,56,67,67,57,62,44,46,67,71,75,26,78,64,48,29,46,52,60,66,68
3704,3819,5933,33,182.88,79.8,104,115,65,65,300000.0,1000.0,1,1,3,2,6,405000.0,11,76.34189031505251,28,12.456242707117854,24,27,67,48,28,39,26,22,42,44,59,64,53,63,59,40,72,53,77,31,58,69,21,34,31,63,70,61,55
